State_x,County_x,Obesity_Rate,FIPS,fast_food_density
PA,Fulton,36.0,42057,0.275843054
OK,McClain,37.9,40087,0.749733984
SC,Bamberg,44.3,45009,0.79102546
OK,Muskogee,44.6,40101,0.85786128
PA,Venango,35.5,42121,0.496741384
PA,Blair,36.2,42013,0.859454393
OH,Putnam,40.0,39137,0.772567868
OK,McIntosh,42.1,40091,0.560224116
PA,Northampton,33.7,42095,0.725746334
SC,Greenwood,40.5,45047,0.816050887
PA,Luzerne,38.7,42079,0.646724403
OH,Summit,39.5,39153,0.909316957
OH,Scioto,43.7,39145,0.780125618
TX,Blanco,34.8,48031,0.978074849
SC,Sumter,40.9,45085,0.705152333
TN,Lewis,39.0,47101,0.647092104
TN,Fentress,40.1,47049,0.372598082
TN,Macon,40.4,47111,0.443066031
SC,Newberry,38.7,45071,0.598257244
TN,Grainger,38.0,47057,0.339486539
TN,Anderson,38.3,47001,0.928337514
TN,Coffee,39.6,47031,0.694058836
TN,Lauderdale,44.5,47097,0.275038302
SC,Marlboro,46.0,45069,0.469098151
SD,Walworth,34.8,46129,1.499250412
TN,Decatur,41.5,47039,0.430997342
TN,Weakley,40.0,47183,0.629987419
TN,Rutherford,33.8,47149,0.787004709
TX,Bowie,40.9,48037,1.048341393
TX,Clay,34.5,48077,0.379146934
TN,Marion,40.8,47115,0.760614038
TN,Sequatchie,38.9,47153,0.593041658
SC,Kershaw,36.5,45055,0.563196599
TX,Coryell,37.7,48099,0.469134837
TX,Bee,43.0,48025,0.461353928
SD,Codington,39.8,46029,0.709572136
TX,Crane,40.3,48103,0.62959075
TN,Shelby,42.6,47157,0.834386528
TN,Loudon,36.3,47105,0.728464782
SD,Hughes,34.8,46065,0.634517789
TN,Gibson,40.0,47053,0.508553863
SC,York,31.2,45091,0.563808978
SD,Lake,35.8,46079,0.560538113
TN,Dickson,35.1,47043,0.809180498
SD,Hand,34.5,46059,1.279181361
SD,Lawrence,35.0,46081,0.800884783
TN,Sullivan,40.7,47163,0.988945246
SD,Beadle,34.7,46005,0.594177067
TN,McNairy,43.1,47109,0.544831872
SD,Grant,33.1,46051,0.857142866
TN,Campbell,39.2,47013,0.727966487
SD,Charles Mix,38.5,46023,0.647808254
TN,Cumberland,37.4,47035,0.535688221
TN,Trousdale,38.6,47169,0.3491925
TN,Houston,38.1,47083,0.482392669
SC,Union,42.9,45087,0.518691421
SD,Brookings,37.8,46011,0.730275512
SC,Hampton,43.7,45049,0.997064173
TN,Hardin,37.5,47071,0.508149922
SC,Jasper,37.5,45053,0.601494253
SD,Custer,37.5,46033,0.665409803
TN,Meigs,38.0,47121,0.319182903
TX,Chambers,38.7,48071,0.723842919
SD,Brule,36.8,46015,0.951655865
TX,Bell,39.0,48027,0.729873717
TN,Clay,39.4,47027,0.524315119
TX,Brown,38.3,48049,0.90346241
TN,Dyer,41.3,47045,0.654075682
SC,Lancaster,36.0,45057,0.594494998
SD,Fall River,36.5,46047,0.44722718
SD,Clay,39.9,46027,0.772146583
TN,Carter,41.3,47019,0.655819058
SC,Oconee,31.6,45073,0.562394559
TN,Sumner,38.4,47165,0.588051796
TN,Moore,36.5,47127,0.621310949
TN,Madison,39.5,47113,0.925172806
SD,Lincoln,32.6,46083,0.412573993
SD,Tripp,41.2,46123,0.74390924
TN,Henderson,43.0,47077,0.641116977
TX,Castro,40.4,48069,0.540832877
TX,Bosque,37.0,48035,0.645057261
SC,Laurens,41.0,45059,0.530324221
TN,Grundy,37.6,47061,0.222469404
TN,Maury,40.7,47119,0.86354053
TN,DeKalb,41.7,47041,0.335940868
TN,Washington,37.1,47179,0.905137062
TN,Monroe,36.1,47123,0.699493408
SC,Horry,34.7,45051,0.911207855
TN,Fayette,36.8,47047,0.336376756
TN,Franklin,39.0,47051,0.423678935
TX,Cherokee,39.1,48073,0.52955085
TN,Unicoi,36.8,47171,0.732188106
SC,McCormick,38.3,45065,0.530222714
TX,Comal,39.1,48091,0.752372384
SD,Yankton,35.3,46135,0.70354408
TX,Bexar,37.3,48029,0.733167112
TX,Baylor,35.9,48023,0.852757275
TN,Stewart,36.6,47161,0.288621098
SC,Lee,49.1,45061,0.419136584
TN,Putnam,38.4,47141,0.753747106
TN,Haywood,44.3,47075,0.941065729
TN,Blount,33.4,47009,0.615950882
TX,Bandera,36.0,48019,0.419093907
TX,Childress,41.1,48075,1.259974837
TN,Jackson,35.5,47087,0.337154418
TX,Archer,36.1,48009,0.343642622
TN,Hawkins,37.5,47073,0.493174821
TN,Warren,39.2,47177,0.552818179
TN,Lincoln,40.5,47103,0.521134913
TN,Greene,38.0,47059,0.718690276
TX,Burnet,41.7,48053,0.684752166
TN,Hickman,39.7,47081,0.236341432
TN,Polk,37.6,47139,0.534600556
SD,Union,32.6,46127,0.308794469
TX,Collin,28.6,48085,0.920649707
TN,Sevier,39.4,47155,1.2192173
TN,Cannon,36.2,47015,0.404122055
TX,Austin,36.3,48015,0.567196071
TX,Cameron,47.6,48061,0.683672011
TN,Knox,37.5,47093,0.975591302
TX,Andrews,39.0,48003,0.582657993
SD,Pennington,34.6,46103,0.698721588
TX,Brazoria,39.6,48039,0.662255108
SC,Lexington,39.0,45063,0.796194077
TX,Anderson,39.5,48001,0.501686692
TN,Carroll,40.6,47017,0.467979401
TN,Cocke,41.5,47029,0.55210489
SD,Brown,35.9,46013,0.851876736
SD,Day,37.8,46037,0.748362958
TN,Smith,36.9,47159,0.394380093
TX,Bastrop,40.2,48021,0.513094842
TN,McMinn,40.4,47107,0.664108634
TN,Cheatham,37.4,47021,0.583927393
TN,Johnson,39.1,47091,0.784357667
SD,Hutchinson,34.1,46067,0.411974728
TN,Hamblen,38.7,47063,0.936876059
TX,Callahan,36.4,48059,0.779588938
TN,Claiborne,41.1,47025,0.468413323
SC,Pickens,36.8,45077,0.828234971
TN,Tipton,39.4,47167,0.387609422
TX,Bailey,37.9,48017,0.59728235
TN,Roane,39.4,47145,0.705781817
TN,Bradley,39.2,47011,0.779308915
TX,Collingsworth,39.4,48087,1.39033711
TN,Rhea,39.3,47143,0.657835722
TX,Aransas,40.3,48007,0.629881561
TN,Montgomery,42.6,47125,0.695446014
TN,Williamson,28.7,47187,0.83962369
TN,Morgan,40.2,47129,0.233306885
TX,Caldwell,39.0,48055,0.522976875
SD,Butte,34.9,46019,0.569368005
TX,Coleman,38.2,48083,0.61728394
TN,Benton,39.8,47005,0.619924366
TN,Lawrence,41.0,47099,0.675189078
TX,Comanche,39.1,48093,0.654545426
SD,Davison,36.9,46035,0.908540249
SC,Spartanburg,36.4,45083,0.714274764
TN,Union,37.7,47173,0.495368302
TX,Cooke,37.3,48097,0.82139492
TX,Brazos,36.9,48041,0.8944121
TX,Atascosa,43.0,48013,0.522001386
TN,Giles,38.2,47055,0.745005071
TX,Camp,39.9,48063,0.612557411
SC,Saluda,38.9,45081,0.295348257
SC,Orangeburg,47.1,45075,0.87880671
TX,Carson,34.2,48065,0.512470126
TN,Hardeman,47.5,47069,0.523433745
SC,Marion,42.4,45067,0.828967452
TX,Armstrong,34.4,48011,1.605136395
TN,Bedford,41.3,47003,0.498216391
TX,Burleson,38.4,48051,0.378092259
SD,Oglala Lakota,43.9,46102,0.213219613
TN,Humphreys,37.7,47085,0.753093064
SC,Williamsburg,47.2,45089,0.33528918
TN,Perry,38.8,47135,0.49388814
TX,Colorado,39.7,48089,0.786672831
TN,Overton,38.0,47133,0.620402396
TN,Jefferson,38.8,47089,0.632831275
TN,Scott,41.2,47151,0.679040313
TN,Hamilton,33.3,47065,0.941715837
TX,Brooks,45.0,48047,1.005169392
TN,Wayne,40.3,47181,0.181554109
TN,Obion,40.9,47131,0.597391367
SC,Richland,33.9,45079,0.787493646
TX,Angelina,41.1,48005,0.783446252
TN,Crockett,39.1,47033,0.493653029
TN,Davidson,32.3,47037,1.089061022
TX,Brewster,35.9,48043,1.190862775
TN,Wilson,36.8,47189,0.708836854
SD,Meade,33.3,46093,0.34979713
TN,Robertson,37.7,47147,0.747146308
TN,Marshall,40.1,47117,0.599725842
TN,Henry,39.4,47079,0.873471439
SD,Minnehaha,33.9,46099,0.849185646
TX,Cass,38.6,48067,0.702834785
TN,Chester,39.2,47023,0.573657632
TX,Calhoun,36.7,48057,0.571401358
TN,White,39.8,47185,0.577471375
TX,Wood,35.9,48499,0.496856838
TX,Nueces,44.0,48355,0.842631638
TX,Pecos,42.0,48371,0.508970618
TX,Kendall,32.8,48259,0.721307397
TX,Fayette,36.0,48149,0.861157894
TX,Harrison,39.9,48203,0.662790358
TX,Parmer,40.0,48369,0.420079827
TX,Houston,40.4,48225,0.525509059
TX,Dallam,40.1,48111,0.962463915
UT,Summit,23.1,49043,1.129438281
TX,Hill,37.1,48217,0.756634057
TX,Mills,34.9,48333,0.619834721
TX,Hood,33.5,48221,0.787066936
TX,Hale,42.7,48189,0.671673715
UT,Salt Lake,32.8,49035,0.854556382
TX,Kleberg,41.5,48273,0.85701102
TX,Wichita,38.9,48485,0.803273141
TX,Eastland,37.2,48133,0.9788993
TX,Lamar,38.6,48277,0.781484842
UT,San Juan,37.3,49037,0.392721564
TX,Taylor,36.5,48441,1.027298808
TX,Potter,38.6,48375,1.034447074
TX,Moore,39.0,48341,0.726251602
TX,Montague,37.2,48337,0.601142168
TX,Midland,38.4,48329,0.888324142
TX,Matagorda,41.2,48321,0.544588149
TX,Scurry,39.1,48415,1.020285726
TX,Trinity,38.9,48455,0.335953772
TX,Van Zandt,36.1,48467,0.590965211
TX,Hutchinson,37.7,48233,0.725443721
TX,Rains,37.5,48379,0.637348652
TX,Lampasas,38.3,48281,0.413052469
TX,Travis,29.4,48453,0.788925529
TX,Kimble,37.6,48267,1.137397647
TX,Hamilton,37.5,48193,1.285497308
TX,Zapata,46.1,48505,0.423370034
TX,Randall,33.9,48381,0.686209321
TX,Maverick,45.2,48323,0.599540949
TX,El Paso,39.3,48141,0.763117433
TX,Haskell,39.7,48207,1.216544986
TX,Reeves,42.7,48389,0.752398252
TX,Hidalgo,47.6,48215,0.545018256
TX,Titus,40.2,48449,0.789649546
TX,Rockwall,34.9,48397,0.882716954
TX,Hardin,37.5,48199,0.703198671
TX,Duval,42.6,48131,0.361729056
TX,Wise,40.4,48497,0.604918122
TX,San Saba,39.4,48411,0.993541956
TX,Mitchell,41.1,48335,0.731528878
TX,Dawson,42.6,48115,0.770772338
TX,Grimes,41.6,48185,0.438981563
UT,Utah,30.7,49049,0.692717552
TX,Wilson,42.1,48493,0.480556667
TX,Orange,41.6,48361,0.651560128
UT,Box Elder,32.0,49003,0.66658479
TX,Fannin,37.8,48147,0.334140837
TX,Henderson,37.3,48213,0.799598992
TX,Upshur,40.5,48459,0.40316844
TX,Frio,41.6,48163,0.785121918
TX,Llano,38.5,48299,0.683122337
TX,Uvalde,41.6,48463,0.822675943
TX,Presidio,44.2,48377,0.614628136
TX,Yoakum,40.7,48501,1.034245014
UT,Sanpete,32.9,49039,0.4459593
TX,Zavala,47.7,48507,0.337837845
TX,Johnson,41.6,48251,0.762912452
TX,Mason,36.3,48319,0.690607727
TX,Jim Hogg,44.9,48247,1.157407403
TX,Lamb,41.7,48279,0.393391043
TX,Stephens,38.8,48429,0.642811239
TX,Hays,34.4,48209,0.770617127
TX,Wharton,41.4,48481,0.839630544
TX,Marion,41.1,48315,0.702811241
UT,Millard,35.4,49027,0.975463331
TX,Ector,40.3,48135,0.822893143
TX,Parker,36.8,48367,0.60054791
TX,Denton,30.7,48121,0.797325015
TX,Lubbock,36.3,48303,0.89588654
TX,Young,38.7,48503,1.172922254
TX,Galveston,39.8,48167,0.762122214
TX,Terry,42.8,48445,0.984979093
TX,Hockley,41.3,48219,0.610793591
TX,Live Oak,40.9,48297,0.892567337
UT,Sevier,35.1,49041,0.964187324
TX,Jasper,40.7,48241,0.593639553
TX,Limestone,40.1,48293,0.599828601
TX,Floyd,41.1,48153,0.881523252
TX,Palo Pinto,36.9,48363,1.023192406
TX,San Jacinto,38.2,48407,0.238899693
TX,Medina,40.3,48325,0.592077613
TX,Lee,38.6,48287,0.919698775
TX,Walker,42.2,48471,0.485006362
TX,McLennan,39.0,48309,0.870134354
TX,Kerr,34.9,48265,0.813331068
TX,Tom Green,37.6,48451,0.833263874
TX,Winkler,39.5,48495,0.507163703
UT,Duchesne,33.0,49013,0.854529023
TX,Nacogdoches,40.6,48347,0.694948494
TX,Ward,40.8,48475,0.578655839
UT,Beaver,32.5,49001,1.47907114
TX,San Patricio,43.3,48409,0.775320947
UT,Iron,33.3,49021,0.880064785
TX,Howard,41.6,48227,0.766283512
TX,Willacy,48.8,48489,0.472567469
TX,Reagan,39.4,48383,0.782676756
TX,Guadalupe,39.4,48187,0.480633974
TX,Milam,37.5,48331,0.728509009
TX,Crockett,38.6,48105,1.992598891
TX,Jackson,39.5,48239,0.807863176
TX,Kaufman,37.5,48257,0.726267099
TX,Smith,39.7,48423,0.886321783
TX,Gillespie,34.2,48171,0.816023767
TX,Runnels,38.1,48399,0.480722994
UT,Davis,30.2,49011,0.6764431
UT,Grand,30.9,49019,1.224989772
TX,Panola,38.3,48365,0.560658991
TX,Robertson,37.9,48395,0.46633634
TX,Gray,40.5,48179,0.738757014
TX,Washington,37.1,48477,0.810712576
TX,Liberty,39.8,48291,0.480627447
TX,Williamson,29.6,48491,0.66358614
TX,Deaf Smith,43.6,48117,0.492422163
TX,Garza,41.2,48169,0.803600132
TX,Hunt,41.8,48231,0.641237617
TX,Jefferson,38.1,48245,0.743622243
TX,Jones,42.6,48253,0.402515709
TX,Dimmit,49.9,48127,0.906800985
UT,Emery,34.5,49015,0.788410366
TX,Dallas,34.8,48113,0.918096662
TX,Somervell,33.2,48425,0.87536931
TX,Tarrant,37.7,48439,0.849131107
TX,Gaines,40.3,48165,0.681942165
TX,Jim Wells,42.6,48249,0.692178369
TX,Wheeler,39.8,48483,1.010917902
UT,Cache,35.0,49005,0.676902235
UT,Uintah,34.5,49047,0.556018889
TX,Gregg,39.9,48183,1.255745411
TX,Madison,40.4,48313,1.594233036
TX,Harris,35.2,48201,0.785099506
TX,La Salle,44.2,48283,1.066666722
TX,Victoria,39.1,48469,0.870170534
TX,Freestone,39.3,48161,0.603803992
TX,Lavaca,37.7,48285,0.395726144
TX,DeWitt,41.0,48123,0.793100059
TX,McCulloch,39.3,48307,1.150453806
TX,Goliad,38.9,48175,0.524521351
UT,Garfield,36.3,49017,1.782178164
TX,Polk,40.4,48373,0.415133506
TX,Hopkins,37.6,48223,0.726392269
TX,Morris,40.6,48343,0.645525694
UT,Kane,36.3,49025,1.010866761
TX,Franklin,34.5,48159,0.646890283
UT,Juab,34.4,49023,1.154924989
TX,Rusk,39.6,48401,0.57065016
TX,Red River,39.9,48387,0.333472282
TX,Falls,42.7,48145,0.289435595
TX,Ochiltree,38.7,48357,0.416753501
UT,Rich,33.1,49033,4.486133575
TX,Shelby,40.9,48419,0.481637567
TX,Jack,38.1,48237,0.772968173
TX,Refugio,40.7,48391,1.163297892
TX,Karnes,40.5,48255,0.899627268
TX,Donley,37.3,48129,1.209189892
TX,Sutton,41.6,48435,1.070091009
TX,Navarro,42.3,48349,0.670690835
TX,Erath,39.7,48143,0.97168237
TX,Webb,41.5,48479,0.731054723
UT,Carbon,35.0,49007,0.818882465
TX,Nolan,41.8,48353,0.943714201
TX,Tyler,40.3,48457,0.370524764
TX,Montgomery,35.4,48339,0.656181574
UT,Tooele,39.0,49045,0.375778407
TX,Wilbarger,41.4,48487,0.876354337
TX,Val Verde,42.1,48465,0.734274268
TX,Waller,41.5,48473,0.435145855
TX,Leon,37.6,48289,0.57165724
TX,Ellis,37.6,48139,0.698790133
TX,Gonzales,39.5,48177,0.66832155
TX,Starr,47.8,48427,0.575732112
TX,Fort Bend,33.1,48157,0.628791511
TX,Grayson,37.2,48181,0.665133953
WA,Mason,37.7,53045,0.425070345
VA,Charlottesville,35.2,51540,1.640042543
WA,Lewis,40.6,53041,0.596767724
VA,Washington,37.2,51191,0.633206069
WV,Tyler,41.7,54095,0.468768299
VA,Buchanan,44.6,51027,0.485130757
VA,Rockbridge,31.8,51163,0.527310252
WV,Ohio,38.1,54069,1.189840198
VA,Botetourt,35.7,51023,0.475723237
VA,Campbell,42.5,51031,0.578620017
WA,Whitman,31.2,53075,0.525252521
VA,Pulaski,35.6,51155,1.031383514
WV,Wetzel,37.1,54103,0.805152953
VA,Bedford,35.2,51019,0.37588805
WI,Adams,38.6,55001,0.243926242
VT,Windsor,25.6,50027,0.691059887
VA,Harrisonburg,40.4,51660,1.334486127
VA,Lynchburg,39.5,51680,1.177033186
WV,Cabell,41.8,54011,1.05907917
VA,King William,38.5,51101,0.510175169
WA,Walla Walla,32.7,53071,0.522090971
VA,Stafford,37.0,51179,0.567790329
VT,Franklin,31.1,50011,0.462916374
VA,Shenandoah,37.9,51171,0.546634793
WV,Logan,41.0,54045,0.788942158
VA,Carroll,38.9,51035,0.332513124
WV,Mingo,41.1,54059,0.217855424
VA,Emporia,47.1,51595,1.902225614
VA,Appomattox,42.4,51011,0.436327368
VA,Henry,43.4,51089,0.596314788
WA,Grays Harbor,36.5,53027,0.605661631
WV,Marion,39.8,54049,0.78624779
VA,Hampton,42.2,51650,0.907990336
VA,Chesterfield,37.7,51041,0.667141199
VA,Augusta,37.8,51015,0.37886706
VA,Amelia,43.0,51007,0.461041957
VA,Dinwiddie,38.2,51053,0.313720018
WA,Douglas,37.8,53017,0.275482088
VA,Franklin,33.5,51067,0.462905258
VA,Floyd,36.8,51063,0.253533632
VA,Giles,36.9,51071,0.840184867
VA,Fairfax,27.0,51059,0.841119647
UT,Washington,29.1,49053,0.789560497
WV,Hampshire,42.0,54027,0.344976276
WA,Jefferson,26.1,53031,0.550458729
WV,Boone,41.5,54005,0.189978629
VA,Petersburg,46.5,51730,1.280956507
VA,Southampton,42.4,51175,0.170106605
VA,Northumberland,38.8,51133,0.248570725
VA,Northampton,41.8,51131,0.85667783
VA,Page,40.2,51139,0.752099633
VA,Sussex,44.0,51183,0.640732288
VA,Middlesex,40.1,51119,0.567698002
VA,Portsmouth,45.2,51740,0.925400138
VA,Alexandria,29.5,51510,0.781220496
VA,Waynesboro,38.1,51820,1.275229812
VA,Lee,40.5,51105,0.344263703
WV,Morgan,38.5,54065,0.22380127
VA,Madison,37.0,51113,0.375600964
VT,Addison,26.4,50001,0.488453507
VA,Hanover,38.1,51085,0.794369221
WA,Pierce,35.8,53053,0.594163418
WA,Thurston,33.6,53067,0.564483762
WA,Grant,42.0,53025,0.533322573
WV,Mineral,43.1,54057,0.486490518
WV,Wood,38.1,54107,0.976633132
WV,Grant,41.1,54023,0.43440488
WA,Cowlitz,39.0,53015,0.610571861
VT,Lamoille,25.4,50015,0.828696549
WA,Yakima,42.0,53077,0.56773293
WV,Pendleton,38.5,54071,0.577034056
WA,Pacific,36.5,53049,0.522102356
VA,Nelson,34.8,51125,0.338868171
VA,Nottoway,44.4,51135,0.659630597
VA,Mathews,33.3,51115,0.570385575
WA,Clallam,34.5,53009,0.486761361
WV,Preston,41.0,54077,0.269622535
VA,Pittsylvania,43.9,51143,0.317460328
WV,Fayette,39.4,54019,0.546811879
VA,Manassas Park,37.4,51685,0.333259284
UT,Weber,34.4,49057,0.677687347
WA,Adams,38.3,53001,0.449393332
VA,Falls Church,30.1,51610,2.050440788
WV,Jefferson,34.8,54037,0.591448367
VA,Fredericksburg,38.2,51630,1.627560019
WV,Brooke,39.8,54009,0.922764599
WV,Nicholas,39.4,54067,0.739523411
VA,Colonial Heights,39.1,51570,2.266782999
WV,Wyoming,46.0,54109,0.248471901
UT,Wasatch,25.8,49051,0.566572249
VA,Caroline,41.6,51033,0.356448472
WV,Berkeley,40.3,54003,0.614124894
WI,Ashland,38.0,55003,0.583846927
WV,Mason,44.3,54053,0.455667377
VT,Chittenden,24.5,50007,0.712085962
VA,Bristol,41.3,51520,2.019735813
VA,Wise,41.7,51195,0.752566814
VA,Tazewell,40.7,51185,0.764884412
WV,Barbour,40.8,54001,0.486499637
VA,Norton,41.8,51720,3.011292458
WA,Benton,40.0,53005,0.620076954
UT,Wayne,33.2,49055,1.449800611
VA,Richmond,35.8,51760,0.826780796
VA,Winchester,37.9,51840,1.94945848
WV,Wayne,45.6,54099,0.460900307
WA,Kitsap,31.4,53035,0.579206467
WV,Monongalia,36.7,54061,1.151480556
WA,Pend Oreille,32.8,53051,0.212104067
WV,Raleigh,39.6,54081,0.69939661
VA,Salem,35.2,51775,1.381215453
VA,York,33.7,51199,0.953770995
WV,Summers,42.8,54089,0.401800066
WV,Roane,39.8,54087,0.370864868
VA,Culpeper,38.2,51047,0.65336293
VA,Clarke,34.1,51043,0.410340577
VA,Charlotte,40.7,51037,0.253807098
VA,Radford,38.1,51750,0.438236088
VA,Powhatan,35.8,51145,0.398036361
VA,Williamsburg,37.7,51830,1.57284224
VA,Wythe,38.4,51197,0.803633809
VA,Dickenson,42.9,51051,0.426196903
VA,Gloucester,36.6,51073,0.667396367
VA,Martinsville,44.5,51690,1.618777871
VA,Fluvanna,38.7,51065,0.218802422
VA,Buena Vista,40.1,51530,0.781005919
VT,Orleans,32.9,50019,0.334609807
VA,Essex,39.0,51057,0.731060982
VA,Frederick,37.6,51069,0.515809
VA,Danville,45.7,51590,1.730667949
VA,Warren,38.1,51187,0.667078435
VA,Fauquier,33.4,51061,0.728689313
VA,Hopewell,45.9,51670,0.849161983
WA,Kittitas,31.0,53037,0.833265603
VA,Covington,38.8,51580,1.418691278
VA,Lancaster,40.6,51103,0.659257889
VA,New Kent,37.2,51127,0.380581856
VA,Virginia Beach,32.9,51810,1.030514359
VA,Orange,36.8,51137,0.769332826
VA,Poquoson,33.2,51735,0.734274268
VA,Albemarle,31.7,51003,0.650688648
VA,Mecklenburg,41.4,51117,0.912676394
VT,Bennington,28.3,50003,0.707453728
VA,James City,33.8,51095,0.515384197
VA,Galax,41.1,51640,2.223634005
WV,Putnam,38.1,54079,0.99241513
WA,Asotin,34.8,53003,0.438212097
WV,Lewis,40.5,54041,1.075608969
VA,Henrico,35.1,51087,0.943774998
WV,Mercer,42.5,54055,0.532115757
WA,Franklin,39.7,53021,0.453257799
WA,Okanogan,38.6,53047,0.492726415
VA,Scott,38.6,51169,0.647279143
VA,Spotsylvania,38.3,51177,0.657281756
WV,Hancock,45.1,54029,0.910013676
VA,Goochland,31.7,51075,0.368384421
VA,Greene,36.8,51079,0.645770192
VA,Newport News,40.6,51700,0.949391842
VT,Washington,26.8,50023,0.702921391
VA,Prince George,41.2,51149,0.413586318
WV,Marshall,42.3,54051,0.597947061
VA,Russell,39.4,51167,0.637970507
WA,Snohomish,32.9,53061,0.651498735
VA,Louisa,38.9,51109,0.340921015
VT,Caledonia,29.7,50005,0.706951678
VA,Patrick,40.8,51141,0.400160074
WA,King,22.8,53033,0.761547983
WV,Jackson,37.1,54035,0.773204923
VA,Loudoun,28.6,51107,0.70958221
VA,Montgomery,35.8,51121,0.792755425
VA,King George,35.2,51099,0.620868504
VA,Suffolk,41.5,51800,0.734722555
VA,Westmoreland,41.7,51193,0.165298358
VA,Chesapeake,41.2,51550,0.870406568
VA,Rappahannock,36.1,51157,0.550964177
WV,Upshur,41.2,54097,0.619067252
VA,Bland,39.5,51021,0.641128361
WV,Pleasants,41.3,54073,0.672223687
WA,San Juan,25.9,53055,0.628858924
VA,Alleghany,40.9,51005,0.544180691
VA,Buckingham,41.3,51029,0.174743712
VA,Halifax,43.1,51083,0.683852196
VA,Prince Edward,43.0,51147,0.608536899
WV,Randolph,41.3,54083,0.457956105
VA,Arlington,25.9,51013,1.032821178
VA,Rockingham,34.9,51165,0.364316434
WA,Whatcom,28.2,53073,0.558402896
VA,Smyth,40.7,51173,0.598205388
WV,McDowell,44.3,54047,0.295578152
WV,Harrison,40.4,54033,0.897263348
VA,Roanoke,36.4,51770,0.888368428
WV,Tucker,37.9,54093,0.733568072
WA,Spokane,34.0,53063,0.675848365
VA,Manassas,35.1,51683,1.443637013
VA,Lexington,35.1,51678,1.37381506
VA,Prince William,33.1,51153,0.70236975
VA,Fairfax,32.2,51600,3.32920742
VA,Franklin,46.9,51620,1.531980038
WA,Klickitat,32.5,53039,0.308410794
WA,Clark,32.6,53011,0.515230477
VA,Roanoke,34.2,51161,0.634860158
VA,Staunton,39.9,51790,1.071853876
WV,Taylor,40.3,54091,0.538954437
WA,Skamania,35.8,53059,0.330387384
WA,Lincoln,34.9,53043,0.450856626
WV,Greenbrier,42.8,54025,0.845012963
WV,Hardy,42.9,54031,0.366757125
WA,Island,33.7,53029,0.360406458
VT,Rutland,30.7,50021,0.709784627
VA,Norfolk,40.0,51710,1.037878394
WA,Stevens,32.2,53065,0.496117353
VT,Windham,26.0,50025,0.856836855
WV,Kanawha,40.3,54039,1.077995777
WA,Chelan,28.8,53007,0.709000409
WA,Skagit,36.8,53057,0.604026318
VA,Accomack,44.0,51001,0.651405156
VT,Orange,26.7,50017,0.277421355
VA,Brunswick,45.3,51025,0.249423206
VA,Amherst,36.1,51009,0.631572306
WV,Ritchie,40.8,54085,0.421096951
WI,Washburn,35.7,55129,0.254582494
WI,Dunn,41.0,55033,0.484027117
WY,Laramie,34.3,56021,0.626273692
WI,Washington,37.1,55131,0.615632653
WI,Iowa,39.4,55049,0.423011839
WI,Green Lake,41.3,55047,0.423101336
WI,Pierce,34.7,55093,0.374707252
WI,Shawano,45.0,55115,0.514882565
WI,Lafayette,39.5,55065,0.36044696
WY,Teton,22.2,56039,0.680938005
WI,Milwaukee,39.4,55079,0.686760843
WI,Buffalo,40.1,55011,0.230184913
WY,Natrona,37.8,56025,0.631070971
WI,Oconto,39.9,55083,0.390798002
WY,Goshen,34.7,56015,0.528900623
WI,Vilas,35.1,55125,0.581499398
WI,Grant,40.5,55043,0.372395694
WI,Sauk,39.6,55111,0.83787179
WI,Calumet,39.7,55015,0.338584721
WY,Carbon,36.2,56007,0.543810725
WY,Albany,35.0,56001,0.641848505
WI,Portage,36.0,55097,0.675751746
WI,Waupaca,36.7,55135,0.592136443
WY,Converse,37.0,56009,0.36221385
WY,Lincoln,31.6,56023,0.543129385
WI,Rock,38.1,55105,0.686762631
WI,Langlade,39.7,55067,0.627647877
WI,Sheboygan,40.5,55117,0.650815666
WI,Jackson,44.5,55053,0.581677198
WY,Platte,32.4,56031,0.46630916
WI,Outagamie,39.5,55087,0.693980932
WI,Racine,40.0,55101,0.704793632
WI,Richland,41.8,55103,0.405608982
WY,Fremont,37.9,56013,0.559554398
WI,Polk,40.0,55095,0.548020303
WI,St. Croix,33.6,55109,0.566214442
WI,Kenosha,43.2,55059,0.660100996
WI,La Crosse,34.6,55063,0.784796894
WI,Sawyer,41.1,55113,0.479041904
WY,Johnson,31.2,56019,0.698649287
WI,Green,40.2,55045,0.573723495
WY,Campbell,35.0,56005,0.642728627
WI,Price,42.1,55099,0.377500951
WI,Jefferson,39.6,55055,0.611491323
WI,Winnebago,39.6,55139,0.658389211
WI,Forest,42.3,55041,0.334821433
WI,Pepin,39.3,55091,0.687663317
WI,Fond du Lac,41.7,55039,0.612232983
WI,Brown,36.6,55009,0.699142158
WI,Rusk,36.8,55107,0.427899003
WI,Dane,31.6,55025,0.814426601
WI,Marquette,40.9,55077,0.320821315
WI,Crawford,39.1,55023,0.436926544
WY,Hot Springs,38.8,56017,0.903954804
WI,Waukesha,32.0,55133,0.69921118
WI,Clark,43.1,55019,0.316820264
WI,Kewaunee,39.6,55061,0.392426163
WY,Park,33.2,56029,0.579591572
WI,Taylor,40.7,55119,0.344522089
WI,Barron,39.4,55005,0.510090947
WI,Manitowoc,43.5,55071,0.507891357
WI,Trempealeau,39.1,55121,0.404299051
WI,Juneau,39.6,55057,0.445964038
WI,Ozaukee,34.0,55089,0.732983112
